"Week.ending","ILIplus_H1H1","ILIplus_H3N2","ILIplus_B"
"1998-01-04",0.000279751847392739,0.00867230726917492,0
"1998-01-11",0.000466619168546256,0.00521058071543319,0
"1998-01-18",0.000259668995491803,0.00616713864293033,0.000129834497745902
"1998-01-25",0.000417815125295508,0.0107796302326241,0
"1998-02-01",0.000722804481282051,0.0123909339648352,0
"1998-02-08",0.000172230544158416,0.0140367893489109,0
"1998-02-15",0.0003553384375,0.019810117890625,0.00017766921875
"1998-02-22",0.000422374306778169,0.0243287600704225,8.44748613556338e-05
"1998-03-01",8.20457707198953e-05,0.0350335440973953,0.000164091541439791
"1998-03-08",0.000424218960808081,0.0393463086149495,0.00010605474020202
"1998-03-15",0.000194002873717754,0.0285184224365099,0.000291004310576631
"1998-03-22",0.000321747035352941,0.0227367904982745,0.000428996047137255
"1998-03-29",0,0.0170680937557823,0.00066155402154195
"1998-04-05",0,0.0103572357128862,0.000183313906422764
"1998-04-12",0.000135783612727273,0.00638182979818182,0.000407350838181818
"1998-04-19",0,0.00393949526911661,0.000135844664452297
"1998-04-26",0,0.0014381703665625,0.000319593414791667
"1998-05-03",0,0.00262295081940984,0.00032786885242623
"1998-05-10",0,0.00441872873977273,0.000378748177694805
"1998-05-17",0,0.00479845826383721,0.00042339337622093
"1998-05-24",0,0.00411793995368421,0.00060557940495356
"1998-05-31",0,0.00571479704311046,0.000112054843982558
"1998-06-07",0,0.0051939120840118,0.000633403912684366
"1998-06-14",0,0.00291805094160714,0.000470653377678571
"1998-06-21",0,0.00495741329829897,0.000777633458556701
"1998-06-28",8.33350939373602e-05,0.00458343016655481,0.0012500264090604
"1998-07-05",0,0.00505492355848168,0.000745808393874346
"1998-07-12",0,0.00447892389977117,0.00108111956201373
"1998-07-19",0,0.00660101733696602,0.00206897558322815
"1998-07-26",0,0.00394804985680191,0.00110545395990453
"1998-08-02",0,0.00601281978554622,0.00147484258890756
"1998-08-09",0,0.00434189707528736,0.00266116272356322
"1998-08-16",0,0.00243408709375,0.0020045423125
"1998-08-23",0,0.0021934634787234,0.000731154492907801
"1998-08-30",0,0.00272428581839117,0.00153981372343849
"1998-09-06",0,0.00185435145583893,0.000618117151946309
"1998-09-13",0,0.00148693514052288,0.000446080542156863
"1998-09-20",0,0.000988060609323529,0.000564606062470588
"1998-09-27",0,0.000552701736094675,0.000138175434023669
"1998-10-04",0.000168664869055118,0.000843324345275591,0.000168664869055118
"1998-10-11",0,0.000142086324541985,0.000284172649083969
"1998-10-18",0,0.000184479753192488,0.000184479753192488
"1998-10-25",0,0.000356555128869565,0.000178277564434783
"1998-11-01",0,0,0
"1998-11-08",0,0,0.000200318175258216
"1998-11-15",0,0.000404248076202532,0
"1998-11-22",0.000205688346695652,0.000205688346695652,0
"1998-11-29",0,0.000212146123224299,0.000212146123224299
"1998-12-06",0,0.000671147764310345,0.000223715921436782
"1998-12-13",0,0.000691224208888889,0
"1998-12-20",0,0.000188423021949153,0.000188423021949153
"1998-12-27",0,0.000714592267988166,0
"1999-01-03",0,0.00333072100280172,0.00019592476487069
"1999-01-10",0,0.0071459976293617,0.000198499934148936
"1999-01-17",0.000189696386585366,0.0111920868085366,0.000379392773170732
"1999-01-24",0,0.0274915389929961,0.000808574676264591
"1999-01-31",0,0.0418192008648036,0.000743452459818731
"1999-02-07",0,0.0349115137030747,0.000935129831332357
"1999-02-14",0,0.0331271375302941,0.000504474175588235
"1999-02-21",0,0.028619628132526,0.00161237341591696
"1999-02-28",0,0.0111195759644118,0.000722050387299465
"1999-03-07",0,0.00329086789236111,0.000493630183854167
"1999-03-14",0,0.00247769189261364,0.00132143567606061
"1999-03-21",0,0.002354964115,0.0018503289475
"1999-03-28",0.000176594950872727,0.00282551921396364,0.00353189901745455
"1999-04-04",0.000277218868785714,0.00180192264710714,0.00263357925346429
"1999-04-11",0.000146956598802817,0.00102869619161972,0.0017634791856338
"1999-04-18",0,0.00360756748491713,0.00253865860049724
"1999-04-25",0,0.00095112029245283,0.00301188092610063
"1999-05-02",0,0.00201088841288136,0.00262962330915254
"1999-05-09",0,0.00133259492560694,0.00230175487150289
"1999-05-16",0,0.00036802164509434,0.00134941269867925
"1999-05-23",0,0.0018790343972093,0.000939517198604651
"1999-05-30",0,0.001169239994,0.00155898665866667
"1999-06-06",0,0.00223220818525672,0.00183828909374083
"1999-06-13",0,0.000655352985579515,0.00104856477692722
"1999-06-20",0,0.000772479281629393,0.00108147099428115
"1999-06-27",0,0.00270961631716981,0.00129590345603774
"1999-07-04",0,0.00256861285141509,0.00128430642570755
"1999-07-11",0,0.00455799590835655,0.00047151681810585
"1999-07-18",0,0.00766394983928218,0.000753831131732673
"1999-07-25",0,0.00935678214388489,0.000909687152877698
"1999-08-01",0,0.00612151797666667,0.000859160417777778
"1999-08-08",0,0.00683865852902375,0.0005470926823219
"1999-08-15",0,0.00667816640466877,0.00139775575911672
"1999-08-22",0,0.00487685415425532,0.00209008035182371
"1999-08-29",0,0.00252613357096085,0.00126306678548043
"1999-09-05",0,0.00392142490642857,0.00235285494385714
"1999-09-12",0,0.00437000737742138,0.00218500368871069
"1999-09-19",0,0.00433734713802083,0.00225542051177083
"1999-09-26",0,0.00163792078039286,0.0025478767695
"1999-10-03",0,0.00178921928615385,0.00198802142905983
"1999-10-10",0,0.00043376898526749,0.0019519604337037
"1999-10-17",0,0.0015324882083871,0.000574683078145161
"1999-10-24",0,0.000504081275450237,0.00151224382635071
"1999-10-31",0,0,0.00106829352126168
"1999-11-07",0,0,0.000752121800518868
"1999-11-14",0,0.000432505490755556,0.00129751647226667
"1999-11-21",0,0.000420054466046512,0.000420054466046512
"1999-11-28",0,0,0.00040350274725
"1999-12-05",0.000251728730714286,0,0.000503457461428571
"1999-12-12",0,0,0.000488239445617021
"1999-12-19",0.000264570732268041,0.000793712196804124,0.000529141464536082
"1999-12-26",0,0.00122658771018405,0.000919940782638037
"2000-01-02",0.000759919665652174,0.00189979916413043,0.00113987949847826
"2000-01-09",0.000793176156527197,0.00687419335656904,0.00211513641740586
"2000-01-16",0.0043939801128,0.01054555227072,0.00175759204512
"2000-01-23",0.00904426263461539,0.0113053282932692,0.00258407503846154
"2000-01-30",0.0134816312772727,0.011684080440303,0.00419428528626263
"2000-02-06",0.0141942412637586,0.021146522699069,0.0046348542902069
"2000-02-13",0.0117580143150923,0.0154203466427441,0.00558987565799472
"2000-02-20",0.00982174728966942,0.010040008340551,0.00698435362820937
"2000-02-27",0.0096074126323038,0.00918969903959494,0.0127402645776203
"2000-03-05",0.0104855539383954,0.00838844315071633,0.0123496524163324
"2000-03-12",0.00779462283637413,0.00831426435879908,0.0109124719709238
"2000-03-19",0.00539550691835859,0.00446524710484849,0.0102328579486111
"2000-03-26",0.00166501416422764,0.00299702549560976,0.00782556657186992
"2000-04-02",0.000301016756902887,0.00270915081212598,0.00526779324580052
"2000-04-09",0.000481470821260997,0.000481470821260997,0.00481470821260997
"2000-04-16",0,0.00110460274867532,0.00207113015376623
"2000-04-23",0.000294197393174061,0.000735493482935153,0.00132388826928328
"2000-04-30",0.000131926525196375,0.000131926525196375,0.000791559151178248
"2000-05-07",0,0.000174451920606061,0.000348903841212121
"2000-05-14",0.000175044574867925,0.00105026744920755,0.000700178299471698
"2000-05-21",0,0.000559604660821918,0.000839406991232877
"2000-05-28",0,0.000757880642960289,0.000303152257184116
"2000-06-04",0.000162857313471698,0.00179143044818868,0.000325714626943396
"2000-06-11",0,0.00189632728376518,0.000172393389433198
"2000-06-18",0,0.00211442591704918,0.000176202159754098
"2000-06-25",0,0.00285892968791209,0.000357366210989011
"2000-07-02",0,0.00274448705657143,0
"2000-07-09",0.000162942490711864,0.00554004468420339,0.000162942490711864
"2000-07-16",0,0.00593905426971429,0.000164973729714286
"2000-07-23",0,0.00449688971917603,0.000172957296891386
"2000-07-30",0.000628619802314411,0.00544803828672489,0.000209539934104803
"2000-08-06",0.000984676516304348,0.00413564136847826,0.000393870606521739
"2000-08-13",0.000913078757109005,0.00420016228270142,0.000182615751421801
"2000-08-20",0.0016681887368,0.00424629860276364,0.000151653521527273
"2000-08-27",0.00236025499162963,0.00354038248744444,0.000168589642259259
"2000-09-03",0.00297880768444444,0.00281331836864198,0.000330978631604938
"2000-09-10",0.00165867102178571,0.0029487484831746,0.000552890340595238
"2000-09-17",0.00135521710628571,0.000677608553142857,0.000338804276571429
"2000-09-24",0.000883228920659341,0.00044161446032967,0.00029440964021978
"2000-10-01",0.00016594756057377,0.00016594756057377,0.00016594756057377
"2000-10-08",0,0,0.000669459503833333
"2000-10-15",0,0,0.000364082680517241
"2000-10-22",0,0,0.00033565320991453
"2000-10-29",0,0.000157843533755102,0.00110490473628571
"2000-11-05",0.000418733768995215,0,0.000628100653492823
"2000-11-12",0.000346917681563786,0.000173458840781893,0.00121421188547325
"2000-11-19",0.000194089623624454,0,0.000194089623624454
"2000-11-26",0.00017816441932,0,0.0008908220966
"2000-12-03",0,0.000201440162885572,0.00120864097731343
"2000-12-10",0,0,0.000385350669126984
"2000-12-17",0,0,0.00107815309434389
"2000-12-24",0.000328829906572438,0,0.00131531962628975
"2000-12-31",0.000620449414691943,0.000206816471563981,0.000620449414691943
"2001-01-07",0.000176233820337079,0,0.000352467640674157
"2001-01-14",0.00175387313664336,0,0.00131540485248252
"2001-01-21",0.00139995426389892,0.000139995426389892,0.0016799451166787
"2001-01-28",0.00167586319630058,0.000209482899537572,0.0023043118949133
"2001-02-04",0.000800338238110749,0.000533558825407166,0.00133389706351792
"2001-02-11",0.00138336686324232,0.000922244575494881,0.00307414858498293
"2001-02-18",0.0015637653234104,0.000469129597023121,0.00359666024384393
"2001-02-25",0.00339870004550898,0.000339870004550898,0.00543792007281437
"2001-03-04",0.0042497598380163,0.000293086885380435,0.0042497598380163
"2001-03-11",0.00359086541704348,0,0.00508705934081159
"2001-03-18",0.00491965420183486,0.000655953893577982,0.00557560809541284
"2001-03-25",0.00477995378315493,0.000289694168676056,0.00608357754219718
"2001-04-01",0.0041938856567359,0.000310658196795252,0.00388322745994065
"2001-04-08",0.00545039238311419,0.000340649523944637,0.00306584571550173
"2001-04-15",0.00324926789004032,0.000684056397903226,0.00324926789004032
"2001-04-22",0.00319356177962428,0.000510969884739884,0.00255484942369942
"2001-04-29",0.00530051767799443,0.000927590593649025,0.00238523295509749
"2001-05-06",0.00805715105522523,0.00078991677012012,0.00189580024828829
"2001-05-13",0.00629897528662857,0.00165762507542857,0.00198915009051429
"2001-05-20",0.00649386435419355,0.000773079089784946,0.00371077963096774
"2001-05-27",0.00751763236698895,0.00103183189350829,0.0033903047929558
"2001-06-03",0.00763713216843602,0.000526698770236967,0.00223846977350711
"2001-06-10",0.00603095750544342,0.000325997702996942,0.00277098047547401
"2001-06-17",0.00693820555932011,0.000452491666912181,0.00226245833456091
"2001-06-24",0.00756643012234604,0.000582033086334311,0.00174609925900293
"2001-07-01",0.00533508777571023,0,0.00201868186107955
"2001-07-08",0.00622378808390625,0.00015958430984375,0.0022341803378125
"2001-07-15",0.00694244759187692,0,0.0018802462228
"2001-07-22",0.00491936576789809,0.000894430139617834,0.00223607534904459
"2001-07-29",0.00588805709611429,0.000535277917828571,0.0018734727124
"2001-08-05",0.00589265596351852,0.000604374970617284,0.00256859362512346
"2001-08-12",0.00658757042923077,0.00168519243538462,0.00260438830923077
"2001-08-19",0.00331166653521552,0,0.00389607827672414
"2001-08-26",0.00260532006348123,0.00091186202221843,0.00156319203808874
"2001-09-02",0.00301649314567686,0.000177440773275109,0.00159696695947598
"2001-09-09",0.00105616928973214,0.000176028214955357,0.000352056429910714
"2001-09-16",0.000916762717131147,0.000152793786188525,0.00183352543426229
"2001-09-23",0.00127893926335968,0,0.00054811682715415
"2001-09-30",0.000327672099277978,0,0.000163836049638989
"2001-10-07",0.000492842826951219,0,0.00024642141347561
"2001-10-14",0,0.000426431836728972,0
"2001-10-21",0,0,0.000233938732657658
"2001-10-28",0,0,0
"2001-11-04",0.000212751293717949,0,0
"2001-11-11",0,0,0
"2001-11-18",0,0.000179510216351931,0
"2001-11-25",0,0.000491150221167315,0.00032743348077821
"2001-12-02",0.000189191025021834,0,0.000189191025021834
"2001-12-09",0.000214127332488263,0,0
"2001-12-16",0,0.000677671115679612,0
"2001-12-23",0,0.000720444137488372,0
"2001-12-30",0.000274324593313609,0.000548649186627219,0.000274324593313609
"2002-01-06",0.00021246061459893,0.000849842458395722,0.000637381843796791
"2002-01-13",0.000606992274545455,0.00242796909818182,0.00101165379090909
"2002-01-20",0.0010306188153169,0.00618371289190141,0.0030918564459507
"2002-01-27",0.00100686416316206,0.00956520955003953,0.00352402457106719
"2002-02-03",0.00134695132943396,0.0126613424966792,0.00565719558362264
"2002-02-10",0.000539950943152174,0.013318789931087,0.00719934590869565
"2002-02-17",0.000622742558198198,0.00560468302378378,0.00529331174468468
"2002-02-24",0.0016958167766129,0.00640641893387097,0.00244951312177419
"2002-03-03",0.00174288768555985,0.00697155074223938,0.00348577537111969
"2002-03-10",0.000539488448623853,0.00701334983211009,0.00161846534587156
"2002-03-17",0.00130680840160305,0.00544503500667939,0.0017424112021374
"2002-03-24",0.000571930925979382,0.00896025117367698,0.00514737833381443
"2002-03-31",0.000367480873526971,0.00845206009112033,0.00275610655145228
"2002-04-07",0.000297786832989691,0.0065513103257732,0.00148893416494845
"2002-04-14",0,0.0061204498470948,0.00122408996941896
"2002-04-21",0.000437638902944606,0.0105033336706706,0.000291759268629738
"2002-04-28",0.000274798703965015,0.00645776954317784,0.000412198055947522
"2002-05-05",0,0.00464344805396285,0.000281421094179567
"2002-05-12",0,0.00455076966484536,0
"2002-05-19",0,0.00599720304180685,0.000292546489844237
"2002-05-26",0,0.00204459250789062,0.000185872046171875
"2002-06-02",0,0.00749471050258278,0.000152953275562914
"2002-06-09",0,0.00577339444469388,0.000151931432755102
"2002-06-16",0,0.00855340823449393,0
"2002-06-23",0,0.00737989030213816,0.000163997562269737
"2002-06-30",0,0.00796342104226619,0
"2002-07-07",0,0.0126787205393574,0
"2002-07-14",0,0.0127878490925159,0
"2002-07-21",0,0.0100057927880272,0
"2002-07-28",0,0.00780310304680851,0.00017734325106383
"2002-08-04",0,0.00796461691145098,0.00016254320227451
"2002-08-11",0,0.00435074968052632,0.000300051702105263
"2002-08-18",0,0.00628938956669856,0.000174705265741627
"2002-08-25",0,0.00478005105575419,0
"2002-09-01",0.00013770745904943,0.00275414918098859,0
"2002-09-08",0,0.00287164342493617,0.000638142983319149
"2002-09-15",0,0.00214703604022831,0.00019518509456621
"2002-09-22",0,0.000421013854019608,0.000842027708039216
"2002-09-29",0,0,0.00105077112055046
"2002-10-06",0,0.00116659617731481,0.000499969790277778
"2002-10-13",0,0.000361812381626794,0.000180906190813397
"2002-10-20",0,0.000927966593160622,0.00115995824145078
"2002-10-27",0,0.000955987150419162,0.000955987150419162
"2002-11-03",0,0.000394363369452736,0.000591545054179104
"2002-11-10",0,0.00108150988285714,0.000360503294285714
"2002-11-17",0,0,0
"2002-11-24",0,0,0.00124945971753086
"2002-12-01",0,0.000159725202420091,0.00143752682178082
"2002-12-08",0,0.000197921288615385,0.00178129159753846
"2002-12-15",0,0.00129933595009615,0.00129933595009615
"2002-12-22",0,0.00120005374142259,0.00400017913807531
"2002-12-29",0,0.00202149303551724,0.0023890372237931
"2003-01-05",0,0.00216045618122807,0.00448710129947368
"2003-01-12",0.000168082388454936,0.00487438926519313,0.00168082388454936
"2003-01-19",0.000234640298285714,0.00469280596571429,0.009854892528
"2003-01-26",0,0.00716539518051948,0.0082402044575974
"2003-02-02",0,0.00287662954327273,0.00829146162472727
"2003-02-09",0,0.00863040296675926,0.00711629718311728
"2003-02-16",0,0.00819301111352601,0.00384569909410405
"2003-02-23",0.000127718581221719,0.011366953728733,0.00561961757375566
"2003-03-02",0,0.00922774346223022,0.00361499228417266
"2003-03-09",9.60009830426716e-05,0.0108481110838219,0.00364803735562152
"2003-03-16",0,0.0095067154114949,0.00263689916523216
"2003-03-23",6.45623002733734e-05,0.00522954632214325,0.0024210862602515
"2003-03-30",5.89534018161435e-05,0.00397935462258969,0.00176860205448431
"2003-04-06",0,0.00177515155419439,0.000552916057863825
"2003-04-13",3.06002007982894e-05,0.000918006023948681,0.000183601204789736
"2003-04-20",0,0.00031466918942789,8.9905482693683e-05
"2003-04-27",0,0.000665715888831836,0.000142653404749679
"2003-05-04",0,6.30599505668016e-05,0
"2003-05-11",0,0.000163357879164345,0
"2003-05-18",0,0.000230051602741935,0
"2003-05-25",0,0.000323283779428571,0
"2003-06-01",0,0.000932394543785489,0
"2003-06-08",0,0.000647319378526646,0
"2003-06-15",0,0.000322868236431535,0
"2003-06-22",0,0.00169881941179775,0
"2003-06-29",0,0.00288115364331683,0
"2003-07-06",0,0.00677477892724832,0
"2003-07-13",0,0.00259535093632653,0
"2003-07-20",0,0.00473133466032432,0
"2003-07-27",0,0.00292828944494382,0
"2003-08-03",0,0.00338993858860927,0
"2003-08-10",0,0.00316729137891892,0
"2003-08-17",0,0.00227656909378151,0
"2003-08-24",0,0.00435438761701493,0.000256140448059702
"2003-08-31",0,0.00191734128666667,0
"2003-09-07",0,0.00382841087265,0
"2003-09-14",0,0.00267171582235023,0
"2003-09-21",0,0.00312129134902077,0.00012004966727003
"2003-09-28",0,0.00235568760625,0.000107076709375
"2003-10-05",0,0.00194891638701299,0
"2003-10-12",0,0.00133947729308943,0
"2003-10-19",0,0.00196232419966245,0
"2003-10-26",0,0.00134259903323383,0
"2003-11-02",0,0.000486550697285714,0
"2003-11-09",0,0.000332765537592593,0
"2003-11-16",0,0,0
"2003-11-23",0,0.000693481276082474,0
"2003-11-30",0,0,0
"2003-12-07",0,0.000775007220638298,0.000193751805159574
"2003-12-14",0,0.000405542413006993,0
"2003-12-21",0,0.000583434624,0
"2003-12-28",0,0.000435826482335025,0
"2004-01-04",0,0.00162012946087649,0
"2004-01-11",0,0.000754107359581881,0
"2004-01-18",0,0.00169677633225455,0
"2004-01-25",0,0.00162411048130435,0
"2004-02-01",0,0.00070720288836689,0.000212160866510067
"2004-02-08",0,0.00266573535126437,5.79507685057471e-05
"2004-02-15",0,0.00836831342105263,0
"2004-02-22",0,0.0102832049265041,0.000197753940894309
"2004-02-29",0,0.0107146991955112,0.000312837932715655
"2004-03-07",0,0.0142494439971812,7.74426304194631e-05
"2004-03-14",0,0.0141415547203774,0.000152059728176101
"2004-03-21",0,0.0149924835983725,0
"2004-03-28",0,0.0141521145420107,0
"2004-04-04",0,0.0126718223269847,7.5879175610687e-05
"2004-04-11",0,0.0137208308246154,0
"2004-04-18",0,0.0072390686349375,0.00031135779075
"2004-04-25",0,0.0108773845595327,0.000213282050186916
"2004-05-02",0,0.00849249307952965,0.000186648199550102
"2004-05-09",0,0.00802196776795918,0
"2004-05-16",0,0.00779225537945946,0.000586513845765766
"2004-05-23",0,0.00928679274776573,0.00042212694308026
"2004-05-30",0,0.00599572939960499,0.000253340678856549
"2004-06-06",0,0.0092907098458813,0.000197674677571942
"2004-06-13",0,0.008755044000217,0.000222585864412297
"2004-06-20",0,0.00611123383425373,0.000265705818880597
"2004-06-27",0.000163702819422383,0.00933106070707581,0.000491108458267148
"2004-07-04",0.00011927316021544,0.00685820671238779,0.000715638961292639
"2004-07-11",0.000240224209263158,0.0145736020286316,0.000720672627789474
"2004-07-18",0.000299199572511556,0.0160819770224961,0.00104719850379045
"2004-07-25",0.000452147897962963,0.0177629531342593,0.00103348090962963
"2004-08-01",0.000126619728575458,0.0145612687861777,0.000949647964315938
"2004-08-08",6.67162011544462e-05,0.0106745921847114,0.00120089162078003
"2004-08-15",0.00021012034980198,0.00819469364227723,0.00112064186561056
"2004-08-22",0,0.00933094156514914,0.00142638597174254
"2004-08-29",0,0.00670930907667312,0.00131269090630561
"2004-09-05",0,0.00505944443573123,0.00155675213407115
"2004-09-12",0,0.00433790297174312,0.00056232075559633
"2004-09-19",0,0.00515960201730435,0.00222259779206957
"2004-09-26",5.68024965905097e-05,0.00272651983634446,0.000738432455676626
"2004-10-03",0,0.00131805666564444,0.000470734523444444
"2004-10-10",7.01438237578288e-05,0.000701438237578288,0.000420862942546973
"2004-10-17",0,0.00065945501853211,0.000412159386582569
"2004-10-24",0,0.000300963081825843,0.000401284109101124
"2004-10-31",0,0.000194551821689498,0.000194551821689498
"2004-11-07",0,0.000162246167331787,0.000162246167331787
"2004-11-14",0,0.000167208314885845,0.000250812472328767
"2004-11-21",0,7.29144704516129e-05,7.29144704516129e-05
"2004-11-28",0,0.00055447444884058,0.000138618612210145
"2004-12-05",0,0.000487208479240506,0.000243604239620253
"2004-12-12",0,8.16301316666667e-05,0.000163260263333333
"2004-12-19",0,0.000151385645052192,0.000227078467578288
"2004-12-26",0,0.0005794854247981,0.000193161808266033
"2005-01-02",0.000107641711741294,0.000430566846965174,0
"2005-01-09",0,0.000887070289954338,0.000177414057990868
"2005-01-16",0.000160343300511509,0.000962059803069054,0.000320686601023018
"2005-01-23",0,0.00099145366926714,0.000694017568486998
"2005-01-30",0.000332536334193548,0.00232775433935484,0.000665072668387097
"2005-02-06",0.000723812077023256,0.00208095972144186,0.00199048321181395
"2005-02-13",0.00121570441189702,0.00209985307509485,0.000884148663197832
"2005-02-20",0.000382884203411978,0.00268018942388385,0.00070195437292196
"2005-02-27",0.000304700996508621,0.00274230896857759,0.00284387596741379
"2005-03-06",0.00106712912369403,0.00629606182979478,0.00384166484529851
"2005-03-13",0.00138506257455006,0.0113772997195184,0.00692531287275032
"2005-03-20",0.00333242847079646,0.0149959281185841,0.00870134100707965
"2005-03-27",0.00322494689406109,0.011056960779638,0.00681845914744344
"2005-04-03",0.00186561110932653,0.0119568712006837,0.00534243181307143
"2005-04-10",0.00132098310935301,0.00870294754397276,0.00334131021777526
"2005-04-17",0.00146146733118451,0.0116221449670387,0.00320130939211845
"2005-04-24",0.00079998617735849,0.00886651346572327,0.00333327573899371
"2005-05-01",0.00100233492904709,0.0127990460170628,0.00308410747399103
"2005-05-08",0.00171397020145914,0.0187757644796206,0.00171397020145914
"2005-05-15",0.000985441491950791,0.0242137052307909,0.00168932827191564
"2005-05-22",0.00154812207388696,0.0282347978237478,0.00132696177761739
"2005-05-29",0.000906909096714906,0.0349807794447178,0.000842129875520984
"2005-06-05",0.000859079113031802,0.0307427596877809,0.000674990731667845
"2005-06-12",0.000933479648942042,0.0194786086745906,0.000933479648942042
"2005-06-19",0.000446107630695971,0.0126397162030525,0.000594810174261294
"2005-06-26",0.000144264770937129,0.00815095955794781,0.000865588625622776
"2005-07-03",0.000310929414095745,0.00544126474667553,0.00124371765638298
"2005-07-10",0.000366036739805825,0.00614941722873786,0.00109811021941748
"2005-07-17",0.000222734614479905,0.00213825229900709,0.000178187691583924
"2005-07-24",0.000168506070228137,0.00241525367326996,0.000280843450380228
"2005-07-31",9.90125573353293e-05,0.00074259418001497,0.000594075344011976
"2005-08-07",0.000201160303821263,0.00060348091146379,0.000268213738428351
"2005-08-14",0.000135803233164983,0.000339508082912458,0.000679016165824916
"2005-08-21",0,0.000664561346765799,0.000415350841728625
"2005-08-28",0.000680502956854701,0.000765565826461538,0.000765565826461538
"2005-09-04",0.000403671547985989,8.07343095971979e-05,0.000484405857583187
"2005-09-11",0.000194201692333333,0.000485504230833333,0.000582605077
"2005-09-18",0.000409487988374126,0.00016379519534965,0.000245692793024476
"2005-09-25",0.000288941209709924,0.000216705907282443,0.000361176512137405
